raw_content,content
Instagram memperluas dua fitur keamanannya dalam upaya untuk meningkatkan perlindungan terhadap perundungan bagi usia remaja. https://t.co/RLtYbqa463,Instagram memperluas dua fitur keamanannya dalam upaya untuk meningkatkan perlindungan terhadap perundungan bagi usia remaja.
"Kenapa sulit sekali membedakan antara kritikan dan hinaan ?  Kalau mau kritik, kritiklah dgn sopan. Kalau tambah solusi, itu elegan. Hinaan tidak membuat derajatmu lebih tinggi. Malah kelihatan kalau pola berfikir kalian masih kekanakan.  Sekelas mahasiswa kritik kok kampungan... https://t.co/sU4UDxStBY","Kenapa sulit sekali membedakan antara kritikan dan hinaan ? Kalau mau kritik, kritiklah dgn sopan. Kalau tambah solusi, itu elegan. Hinaan tidak membuat derajatmu lebih tinggi. Malah kelihatan kalau pola berfikir kalian masih kekanakan. Sekelas mahasiswa kritik kok kampungan..."
"Lu itu emng masih bisa di bilang perempuan yg sehat akal? Lu itu udah gila ya tiap tuan ngatain lu lonte, anjing, perek, jalang, goblok, tolol, lu itu ga marah tapi menikmati cacian dri tuan. Lu itu emng dah gila yang pgn jdi budak sex tuan, jadi pembuangan pejuh tuan ini","Lu itu emng masih bisa di bilang perempuan yg sehat akal? Lu itu udah gila ya tiap tuan ngatain lu lonte, anjing, perek, jalang, goblok, tolol, lu itu ga marah tapi menikmati cacian dri tuan. Lu itu emng dah gila yang pgn jdi budak sex tuan, jadi pembuangan pejuh tuan ini"
"💚 Indomaret Sekarang Jualan sayur gitu ya komplit banget ada makanan siap saji gitu, kampungan banget aku ternyta 😭 https://t.co/KStsYJGvpN","💚 Indomaret Sekarang Jualan sayur gitu ya komplit banget ada makanan siap saji gitu, kampungan banget aku ternyta 😭"
Ya klu gemuk juga jelak kan? Jng makan tengah mlm biar ngak gemuk RT @bebyJKT48: Dibilang kurus (cont) http://t.co/SJtR6uBPu2,Ya klu gemuk juga jelak kan? Jng makan tengah mlm biar ngak gemuk RT Dibilang kurus (cont)
"Camilla Thurlow, mantan bintang Love Island, ngamuk di media sosial usai fotonya tengah menyusui di mobil dihujat netizen.  https://t.co/Ov0jicPODm","Camilla Thurlow, mantan bintang Love Island, ngamuk di media sosial usai fotonya tengah menyusui di mobil dihujat netizen."
"Emang sll plot twist ya org yg suka ngatain aura Maghrib , buluk , dekil , ternyata lebih buluk 😭😭😭","Emang sll plot twist ya org yg suka ngatain aura Maghrib , buluk , dekil , ternyata lebih buluk 😭😭😭"
Pihak SMA Negeri 1 Sekadau dengan tegas membantah adanya perundungan yang dilakukan guru kepada siswanya. #publisherstory #hipontianak https://t.co/pkEzrij5hS,Pihak SMA Negeri 1 Sekadau dengan tegas membantah adanya perundungan yang dilakukan guru kepada siswanya. #publisherstory #hipontianak
"Orang pengen badan bagus ya olahraga lah bjir?!!! Sedot lemak doang mah, iya kurus tapi jelek juga. Gak ada tonenya","Orang pengen badan bagus ya olahraga lah bjir?!!! Sedot lemak doang mah, iya kurus tapi jelek juga. Gak ada tonenya"
@Sentjoko @erlanishere Ini mau ngomong bodoh juga terlalu bagus predikat buat ni orang,@erlanishere Ini mau ngomong bodoh juga terlalu bagus predikat buat ni orang
@tanyarlfes India negara pantek udah jelek hitam dekil akhlak macam hewan,India negara pantek udah jelek hitam dekil akhlak macam hewan
"Terpopuler: Alasan Netizen Sebut Fuji Aura Maghrib, Tiko Aryawardhana Dipolisikan Mantan Istri https://t.co/RC9avOqFKW","Terpopuler: Alasan Netizen Sebut Fuji Aura Maghrib, Tiko Aryawardhana Dipolisikan Mantan Istri"
gm idiots. https://t.co/fSsS5s4TZ6,gm idiots.
Bodoh sakit jiwa,Bodoh sakit jiwa
tinggal dibalik ajalah bodoh tu sendok ☺ https://t.co/QIeWlqSPtQ,tinggal dibalik ajalah bodoh tu sendok ☺
Etkileşimim sıfır şu an lütfen desteklerinizi bekliyorum.,Etkileşimim sıfır şu an lütfen desteklerinizi bekliyorum.
"Tolong bantu utk share di medsos manapun yg teman2 miliki spy viral &amp; sgr bs ditangkap Polisi. Bbrp murid2 ini mmg udah kelewatan, melakukan Perundungan. Klo ditangkap sgr di proses  disidangkan. Hukum setimpal2nya spy jera semoga video langsung Viral Cc.Abangnda @Ndons_Back https://t.co/WSyGkZs83o","Tolong bantu utk share di medsos manapun yg teman2 miliki spy viral &amp; sgr bs ditangkap Polisi. Bbrp murid2 ini mmg udah kelewatan, melakukan Perundungan. Klo ditangkap sgr di proses disidangkan. Hukum setimpal2nya spy jera semoga video langsung Viral Cc.Abangnda https://t.co/WSyGkZs83o"
"Mau secakep apapun hasil perubahan kalian, ga bisa disandingkan dengan orang yang ori. Ditambah, menurutku ga cakep hasil perubahannya selain beforenya ga cakep. Dari jelek hitam lebar fullblack fullacnes dll common Indonesia, ke strange no one have face like that in the world.","Mau secakep apapun hasil perubahan kalian, ga bisa disandingkan dengan orang yang ori. Ditambah, menurutku ga cakep hasil perubahannya selain beforenya ga cakep. Dari jelek hitam lebar fullblack fullacnes dll common Indonesia, ke strange no one have face like that in the world."
Orang tua perlu membaca ini.  Perundungan Dan Dampaknya Bagi Kesehatan https://t.co/2eekPeWqDV https://t.co/syytDQ9Yp6,Orang tua perlu membaca ini. Perundungan Dan Dampaknya Bagi Kesehatan https://t.co/syytDQ9Yp6
"malam semuanyaa!! 🧚🏻‍♀️✨  boleh tolong ospekin setup dan layout baru aku? sama saran pricenya sudah pas/kemahalan?   kalo ada kesamaan dengan BA lain boleh banget dm aku yaa!! jangan lupa cek alt xixix, terima kasih yang sudah bantu aku ospek!! 👘🍥 #zonauang https://t.co/Wzr7BfgVTy","malam semuanyaa!! 🧚🏻‍♀️✨ boleh tolong ospekin setup dan layout baru aku? sama saran pricenya sudah pas/kemahalan? kalo ada kesamaan dengan BA lain boleh banget dm aku yaa!! jangan lupa cek alt xixix, terima kasih yang sudah bantu aku ospek!! 👘🍥 #zonauang"
katanya senyum aku jelek lebar banget mereka gasuka liatnya katamya aku kurus banget kaya gapernah makan https://t.co/Hn0JVulLkM,katanya senyum aku jelek lebar banget mereka gasuka liatnya katamya aku kurus banget kaya gapernah makan
Norak n Kampungan kelen @voicebobotoh Otak di pke jgn Otot. Itu Warga kelen Sendiri . . .Emosi boleh Dungu Jangan.ada ank kecil dimobil tuh ANJ**K!!,Norak n Kampungan kelen Otak di pke jgn Otot. Itu Warga kelen Sendiri . . .Emosi boleh Dungu Jangan.ada ank kecil dimobil tuh ANJ**K!!
"Td pas sore nyariin si calico tengil yg suka suara 'ngeeek' gitu wkwk krn ud 2 hari dia ilang, pas dia somehow balik eh udh ad kalungnya, walau copot di dpn stelah berantem  It's really funny n ironic yh? Pas dia kurus jelek sakit sakitan gaada yg lirik, pas skrng dia ud gendut","Td pas sore nyariin si calico tengil yg suka suara 'ngeeek' gitu wkwk krn ud 2 hari dia ilang, pas dia somehow balik eh udh ad kalungnya, walau copot di dpn stelah berantem It's really funny n ironic yh? Pas dia kurus jelek sakit sakitan gaada yg lirik, pas skrng dia ud gendut"
Middle school was so bad it leaves me trauma in highschool. I'm being the super quiet kid yang sama sekali gak percaya diri dengan fisikku. Aku hanyalah seseorang yang jelek dan kurus yang ga pantas punya hak berbicara di depan mereka itu yang kurasakan setiap ingin show up ,Middle school was so bad it leaves me trauma in highschool. I'm being the super quiet kid yang sama sekali gak percaya diri dengan fisikku. Aku hanyalah seseorang yang jelek dan kurus yang ga pantas punya hak berbicara di depan mereka itu yang kurasakan setiap ingin show up
lyra. sok cantik emang dia,lyra. sok cantik emang dia
"Kalau Prabowo Akan Bangun 3 Juta Rumah per Tahun, Lalu Untuk Apa TAPERA Jokowi?  Untuk Gibran, Bobby, Kaesang dan Pemujanya Si Paling 58% Yang Tolol! 😁😁  https://t.co/a4a7VndZI9","Kalau Prabowo Akan Bangun 3 Juta Rumah per Tahun, Lalu Untuk Apa TAPERA Jokowi? Untuk Gibran, Bobby, Kaesang dan Pemujanya Si Paling 58% Yang Tolol! 😁😁"
⑅ᐢ₎ any interact really appreciated. massive thank you in advance! aLoha! ฅ^&gt;ω&lt;^ฅ finally yura OPEN REQUEST all katalog dibawah ini. ۫ ׅ! ±) 𝅄 bisa booking slot pukul 19.00 WIB dan gaada max slot per-order yaaa! ^___^ detailnya boleh cek : https://t.co/onafBiAnAt + https://t.co/tQE5RGNNGM,⑅ᐢ₎ any interact really appreciated. massive thank you in advance! aLoha! ฅ^&gt;ω&lt;^ฅ finally yura OPEN REQUEST all katalog dibawah ini. ۫ ׅ! ±) 𝅄 bisa booking slot pukul 19.00 WIB dan gaada max slot per-order yaaa! ^___^ detailnya boleh cek : +
"10. Ketiga, lingkungan digital yang aman. Hoaks dan perundungan siber dapat memecah persatuan dan mengancam demokrasi. Kebocoran data akibat kejahatan siber berpotensi menimbulkan kerugian ekonomi hingga 5 triliun USD pada tahun 2024. #KTTG20LangkahNyata Dorong Ekonomi Dunia","10. Ketiga, lingkungan digital yang aman. Hoaks dan perundungan siber dapat memecah persatuan dan mengancam demokrasi. Kebocoran data akibat kejahatan siber berpotensi menimbulkan kerugian ekonomi hingga 5 triliun USD pada tahun 2024. #KTTG20LangkahNyata Dorong Ekonomi Dunia"
"Gini doang gwe sampe muntah kupu"", ah cupu bgt https://t.co/j6ixe2X3DL","Gini doang gwe sampe muntah kupu"", ah cupu bgt"
"KONTOLLLL!!! BABI @moonrixer365  TOLOL BANGET MAINNYA GEMBOKAN. KEBIASAAN ABIS BIKIN HURU HARA NYEBARIN HOAX MALAH KABUR, KALO GA GEMBOKAN YA PALING DI DELETE TUH TWTAN 😒😒🤬🖕🏼🖕🏼🖕🏼 https://t.co/Lm1vasKu2l","KONTOLLLL!!! BABI TOLOL BANGET MAINNYA GEMBOKAN. KEBIASAAN ABIS BIKIN HURU HARA NYEBARIN HOAX MALAH KABUR, KALO GA GEMBOKAN YA PALING DI DELETE TUH TWTAN 😒😒🤬🖕🏼🖕🏼🖕🏼"
"avanya blm ada sih, tapi apakh bleh aq meminta ospek 🥺🥺🥺 onegaii https://t.co/lZjbKpa4qg","avanya blm ada sih, tapi apakh bleh aq meminta ospek 🥺🥺🥺 onegaii"
Luhut mengaku tak setuju KPK dianggap tak sukses gara-gara sedikit menangkap orang. Ia menyebut pihak yang beranggapan seperti itu berarti kampungan. https://t.co/SJcw4R9DSK,Luhut mengaku tak setuju KPK dianggap tak sukses gara-gara sedikit menangkap orang. Ia menyebut pihak yang beranggapan seperti itu berarti kampungan.
Kurus kecil item paling muda pula. Udah deh pokoknya sering bgt dibilang jelek sm anak anak sekelas. Mainannya udh bukan sindir sindiran tp beneran ngomong depan muka gue dulu kalo gue tuh jelek. Gue tuh yang paling jelek di kelas.,Kurus kecil item paling muda pula. Udah deh pokoknya sering bgt dibilang jelek sm anak anak sekelas. Mainannya udh bukan sindir sindiran tp beneran ngomong depan muka gue dulu kalo gue tuh jelek. Gue tuh yang paling jelek di kelas.
"Rt/Like appreciated!  🩵 HALOO boleh tolong bantu ospek kilat anakku yang abis oplas?? ((Versi lain dari katalog photogenic🫂))  Kalau ga aman kindly boleh dm Elle yapp! minta tolong bantu vote pricinya dibawah juga hehe, thankies!‹3  sfu #zonauang #zonaba https://t.co/BNDJgGuF4Y","Rt/Like appreciated! 🩵 HALOO boleh tolong bantu ospek kilat anakku yang abis oplas?? ((Versi lain dari katalog photogenic🫂)) Kalau ga aman kindly boleh dm Elle yapp! minta tolong bantu vote pricinya dibawah juga hehe, thankies!‹3 sfu #zonauang #zonaba"
ampun orang itu sok cantik bgt,ampun orang itu sok cantik bgt
"Kurus jelek, gendut kek babi... hadeehh..","Kurus jelek, gendut kek babi... hadeehh.."
"Kebijakan ngentot, gaada pekerja swasta/ freelancer yg pengen gajinya dipotong tapera goblok. Pemerintah tolol dungu, asu. Taperum buat pns aja banyak yg bermasalah pas mau ditarik, kontol emang bangsat.","Kebijakan ngentot, gaada pekerja swasta/ freelancer yg pengen gajinya dipotong tapera goblok. Pemerintah tolol dungu, asu. Taperum buat pns aja banyak yg bermasalah pas mau ditarik, kontol emang bangsat."
Jangan post semua pencapaianmu tapi postlah hal-hal bodoh dan candaan agar mereka pikir kamu tidak ada masa depan. Orang lain akan benci kemajuan yang ada pada dirimu Serius !!!,Jangan post semua pencapaianmu tapi postlah hal-hal bodoh dan candaan agar mereka pikir kamu tidak ada masa depan. Orang lain akan benci kemajuan yang ada pada dirimu Serius !!!
"Sejujurnya, agak kurang setuju. Karena gak semua mobil di atas 15 tahun kondisinya jelek. Mobil tua yang beneran dirawat bisa saja lulus emisi.  Dan gak semua orang menggunakan mobil tua untuk sehari-hari, melainkan hanya sekedar hobi.","Sejujurnya, agak kurang setuju. Karena gak semua mobil di atas 15 tahun kondisinya jelek. Mobil tua yang beneran dirawat bisa saja lulus emisi. Dan gak semua orang menggunakan mobil tua untuk sehari-hari, melainkan hanya sekedar hobi."
"fans persib isinya neanderthal semua norak kontol ngalangin jalan bangsat temen2 gue jd gabisa pulang, takut mau keluar, kejebak aksi selebrasi lu yg kampungan itu anjengggg ga semua org nonton bola tolol lu kalo demen bola lu jilatin aja 2 bola yang ngegantung di bawah peler lu","fans persib isinya neanderthal semua norak kontol ngalangin jalan bangsat temen2 gue jd gabisa pulang, takut mau keluar, kejebak aksi selebrasi lu yg kampungan itu anjengggg ga semua org nonton bola tolol lu kalo demen bola lu jilatin aja 2 bola yang ngegantung di bawah peler lu"
Sorry ya aku harus ngeluarin ini! Sejak gendut gw bukan cuma ngerasa jelek tp ngerasa ga sehat sering sakit mager mulu karena badan rasanya berat!   Makanya skrng gw olahraga biar ideal lg!!!!!!!!,Sorry ya aku harus ngeluarin ini! Sejak gendut gw bukan cuma ngerasa jelek tp ngerasa ga sehat sering sakit mager mulu karena badan rasanya berat! Makanya skrng gw olahraga biar ideal lg!!!!!!!!
@ipb_menfess ini yg ngirim dr fakultas yg menang kalah ribut itu ya? kampungan banget doyan ribut,ini yg ngirim dr fakultas yg menang kalah ribut itu ya? kampungan banget doyan ribut
"Mars jelek, bauk, wibu noob","Mars jelek, bauk, wibu noob"
@Tan_Mar3M Ngawur asal asalan tdk boleh melanggar aturan brengsek goblok dungu bego gonggong..ini negara bukan milik embahmu bangsat..,Ngawur asal asalan tdk boleh melanggar aturan brengsek goblok dungu bego gonggong..ini negara bukan milik embahmu bangsat..
"Dia dikatain aura maghrib, pantes kalo liat dia, bawaanya aku pengen ngajak dia ke masjid buat sholat jamaah bareng, dia imamnya aku makmumnya 🤣🙏 https://t.co/FMB2abHSL6","Dia dikatain aura maghrib, pantes kalo liat dia, bawaanya aku pengen ngajak dia ke masjid buat sholat jamaah bareng, dia imamnya aku makmumnya 🤣🙏"
pernah dibilang item bgt dekil kurus cuman kalau kurusnya sampe sekarang sekarang mereka yg hitam dan dekil. hrsnya wajar namanya anak² suka main apa lagi gue mainya hutan/sungai udh gede ya ngerti sendiri sekarang mereka yg keliatan gosong dimata gue tapi w tetep diem aja.,pernah dibilang item bgt dekil kurus cuman kalau kurusnya sampe sekarang sekarang mereka yg hitam dan dekil. hrsnya wajar namanya anak² suka main apa lagi gue mainya hutan/sungai udh gede ya ngerti sendiri sekarang mereka yg keliatan gosong dimata gue tapi w tetep diem aja.
@cikipo @uthieurie Iya chubby dikit atau muka bangun tidur langsung dikatain Rahang kurang lancip dan badan kurang kurus dibilang jelek,@uthieurie Iya chubby dikit atau muka bangun tidur langsung dikatain Rahang kurang lancip dan badan kurang kurus dibilang jelek
kumpulan tiktok sok cantik https://t.co/jMhKeiHLob,kumpulan tiktok sok cantik
"JANGAN SALAHKAN PEREMPUAN. LELAKI KALAU DAH JENIS BERTUHANKAN NAFSU, PEREMPUAN PAKAI SEPULUH LAPIS BAJU PUN DIA BOLEH HORNY. BODOH! https://t.co/DE113Nvtfh","JANGAN SALAHKAN PEREMPUAN. LELAKI KALAU DAH JENIS BERTUHANKAN NAFSU, PEREMPUAN PAKAI SEPULUH LAPIS BAJU PUN DIA BOLEH HORNY. BODOH!"
Kepentok dikit tapi ga ngaruh https://t.co/738JpXLfVI,Kepentok dikit tapi ga ngaruh
Aku jelak yee kurus ck skrng,Aku jelak yee kurus ck skrng
"""Buat kalian yg masih single, Please jangan bodoh dan murahan seperti saya ya"" Singkat padat jelas, semoga Allah mengampuni dosa dosa saya dan kita semua https://t.co/vXkRolYcp3","""Buat kalian yg masih single, Please jangan bodoh dan murahan seperti saya ya"" Singkat padat jelas, semoga Allah mengampuni dosa dosa saya dan kita semua"
"Taukah kamu? kalo vaksin covid19 buatan oxford-astrazenecca isinya memang virus, tapi bukan virus corona. Isinya adenovirus, virus cupu tapi tubuh akan mengenalnya sebagai corona karena adenovirus tersebut dipasang material genetik yg membuatnya dari luar “tampak “ seperti corona","Taukah kamu? kalo vaksin covid19 buatan oxford-astrazenecca isinya memang virus, tapi bukan virus corona. Isinya adenovirus, virus cupu tapi tubuh akan mengenalnya sebagai corona karena adenovirus tersebut dipasang material genetik yg membuatnya dari luar “tampak “ seperti corona"
Gue dari kecil selalu kena body shamming dulu tuh kurus yg bener2 kurus sampe dibilang cacingan lah dll sampe mamah gue ngasih vitamin ini itu biar gue ga kurus. Malj beranjak dewasa sampe puncak gue SMA jadi gendut bgt yg sampe bener2 gue jelek bgt deh gaada temen wkwk,Gue dari kecil selalu kena body shamming dulu tuh kurus yg bener2 kurus sampe dibilang cacingan lah dll sampe mamah gue ngasih vitamin ini itu biar gue ga kurus. Malj beranjak dewasa sampe puncak gue SMA jadi gendut bgt yg sampe bener2 gue jelek bgt deh gaada temen wkwk
Ospek paling ngeri nih UNESA diospekin langsung sama Arya Wiguna dan Suzanna datang dibentak pulang digentayangin https://t.co/tqv4ks9PaN,Ospek paling ngeri nih UNESA diospekin langsung sama Arya Wiguna dan Suzanna datang dibentak pulang digentayangin
@tanyarlfes Mending cupu daripada ngetik thread gemeteran,Mending cupu daripada ngetik thread gemeteran
"💚 pernh ga si ngerasa kulit tan skin buat cewe berhijab di indo bakal dipandang jelek dibanding tan skin yg seksi terbuka kaya marion jola. Kebanykn yg berhijab bakal dibilang cantik klo mereka putih :( kalau mereka hitam dibilang ""auranya gelap"" 😔  Pict : pinterest https://t.co/59C8zuKxdo","💚 pernh ga si ngerasa kulit tan skin buat cewe berhijab di indo bakal dipandang jelek dibanding tan skin yg seksi terbuka kaya marion jola. Kebanykn yg berhijab bakal dibilang cantik klo mereka putih :( kalau mereka hitam dibilang ""auranya gelap"" 😔 Pict : pinterest"
"Apakah ini yang dikonotasikan ""kampungan?""","Apakah ini yang dikonotasikan ""kampungan?"""
nama wibu jadi jelek kontolll rekomendasi animenya juga kek kontol pala bapak dia yosuga no sora,nama wibu jadi jelek kontolll rekomendasi animenya juga kek kontol pala bapak dia yosuga no sora
Rambut gw tuh lucu dibilang lurus dia gak lurus di bilang keriting dia gak keriting di bilang wave dia lurus Warna asli rambut gw juga bukan yg hitam gitu kek nyokap atau bokap tapi item layangan gitu Jadi emang dari dulu sering warnain rambut biar gak dekil bgt,Rambut gw tuh lucu dibilang lurus dia gak lurus di bilang keriting dia gak keriting di bilang wave dia lurus Warna asli rambut gw juga bukan yg hitam gitu kek nyokap atau bokap tapi item layangan gitu Jadi emang dari dulu sering warnain rambut biar gak dekil bgt
